"h_a","xG","xGA","npxG","npxGA","ppda","ppda_allowed","deep","deep_allowed","scored","missed","xpts","result","date","wins","draws","loses","pts","npxGD","league","season","teams"
"a",3.11801,1.00397,2.35791,1.00397,9.39130434782609,21.8666666666667,12,5,3,1,2.6869,"w","2025-04-13 18:45:00",1,0,0,3,1.35394,"Ligue_1","2024","Lyon"
"a",0.632299,1.74645,0.632299,1.74645,9.11764705882353,13.1481481481481,13,5,1,2,0.5384,"l","2025-04-20 18:45:00",0,0,1,0,-1.114151,"Ligue_1","2024","Lyon"
"h",2.25879,0.781584,2.25879,0.781584,15.5333333333333,21.3125,11,4,4,1,2.5257,"w","2025-04-26 19:05:00",1,0,0,3,1.477206,"Ligue_1","2024","Lyon"
"h",1.1801,0.952824,1.1801,0.952824,8.26086956521739,21.6666666666667,28,1,1,2,1.4843,"l","2025-05-04 15:15:00",0,0,1,0,0.227276,"Ligue_1","2024","Lyon"
"a",0.390411,1.48659,0.390411,1.48659,10.5,9.91304347826087,3,8,0,2,0.4656,"l","2025-05-10 19:00:00",0,0,1,0,-1.096179,"Ligue_1","2024","Lyon"
"h",3.75818,0.556633,2.99809,0.556633,10.25,24.8,17,4,2,0,2.9121,"w","2025-05-17 19:00:00",1,0,0,3,2.441457,"Ligue_1","2024","Lyon"
"a",1.04077,0.297792,1.04077,0.297792,5.96153846153846,7.58333333333333,3,1,1,0,2.0529,"w","2024-08-18 15:00:00",1,0,0,3,0.742978,"Ligue_1","2024","Lens"
"h",4.01926,0.695576,4.01926,0.695576,10.5384615384615,18.7857142857143,20,6,2,0,2.8903,"w","2024-08-25 13:00:00",1,0,0,3,3.323684,"Ligue_1","2024","Lens"
"a",1.91297,0.905621,1.15287,0.905621,8.75,4.66666666666667,7,9,1,1,2.238,"d","2024-09-01 13:00:00",0,1,0,1,0.247249,"Ligue_1","2024","Lens"
"h",0.623644,0.529029,0.623644,0.529029,9.57142857142857,9.28,9,13,0,0,1.354,"d","2024-09-15 18:45:00",0,1,0,1,0.094615,"Ligue_1","2024","Lens"
"a",0.853348,1.34636,0.853348,0.586263,5.92,12.4090909090909,6,3,1,1,0.8652,"d","2024-09-21 17:00:00",0,1,0,1,0.267085,"Ligue_1","2024","Lens"
"h",2.06424,0.9614,2.06424,0.9614,6.9,9.30434782608696,9,2,0,0,2.179,"d","2024-09-28 15:00:00",0,1,0,1,1.10284,"Ligue_1","2024","Lens"
"a",1.43012,1.31135,1.43012,0.551251,8.04545454545454,13.6086956521739,11,2,2,2,1.421,"d","2024-10-06 15:00:00",0,1,0,1,0.878869,"Ligue_1","2024","Lens"
"a",1.35593,0.782727,1.35593,0.782727,10.125,12.3571428571429,11,4,2,0,1.8774,"w","2024-10-19 17:00:00",1,0,0,3,0.573203,"Ligue_1","2024","Lens"
"h",0.865293,1.47637,0.865293,0.716276,4.11111111111111,12.1578947368421,6,3,0,2,0.8327,"l","2024-10-26 19:00:00",0,0,1,0,0.149017,"Ligue_1","2024","Lens"
"a",0.803421,2.76932,0.803421,2.76932,11.5151515151515,7.83333333333333,4,14,0,1,0.2598,"l","2024-11-02 16:00:00",0,0,1,0,-1.965899,"Ligue_1","2024","Lens"
"h",3.74705,1.49891,2.98696,0.738813,8.125,21.0526315789474,6,6,3,2,2.7279,"w","2024-11-09 18:00:00",1,0,0,3,2.248147,"Ligue_1","2024","Lens"
"h",2.1723,1.37895,2.1723,1.37895,8.85714285714286,12.1052631578947,4,7,1,3,1.9581,"l","2024-11-23 16:00:00",0,0,1,0,0.79335,"Ligue_1","2024","Lens"
"a",1.40788,0.589301,1.40788,0.589301,11.1304347826087,9.7037037037037,4,2,2,0,2.0988,"w","2024-11-29 19:45:00",1,0,0,3,0.818579,"Ligue_1","2024","Lens"
"h",1.10272,1.51819,1.10272,1.51819,10.84,12.85,13,4,2,0,0.9115,"w","2024-12-08 14:00:00",1,0,0,3,-0.41547,"Ligue_1","2024","Lens"
"a",1.73768,0.51026,1.73768,0.51026,8.5,13.3076923076923,12,3,2,2,2.3138,"d","2024-12-14 18:00:00",0,1,0,1,1.22742,"Ligue_1","2024","Lens"
"h",1.32887,2.19226,1.32887,1.43216,4.72727272727273,11.4545454545455,14,7,0,1,0.7118,"l","2025-01-05 14:00:00",0,0,1,0,-0.10329,"Ligue_1","2024","Lens"
"a",3.10793,1.84216,3.10793,1.84216,4.48148148148148,15.2352941176471,15,3,2,1,2.2246,"w","2025-01-12 14:00:00",1,0,0,3,1.26577,"Ligue_1","2024","Lens"
"h",1.34901,1.57299,1.34901,1.57299,19.8095238095238,6.64,7,13,1,2,1.1802,"l","2025-01-18 16:00:00",0,0,1,0,-0.22398,"Ligue_1","2024","Lens"
"h",2.01118,0.0813578,2.01118,0.0813578,4.45,16,10,0,1,0,2.7698,"w","2025-01-26 16:15:00",1,0,0,3,1.9298222,"Ligue_1","2024","Lens"
"a",3.21001,1.11121,3.21001,1.11121,8.63333333333333,14.6875,7,0,2,0,2.6504,"w","2025-01-31 19:45:00",1,0,0,3,2.0988,"Ligue_1","2024","Lens"
"a",1.02488,3.37347,1.02488,2.61337,12.75,8.1,2,10,0,2,0.1891,"l","2025-02-08 16:00:00",0,0,1,0,-1.58849,"Ligue_1","2024","Lens"
"h",0.265561,1.97845,0.265561,1.97845,15.3684210526316,19.1666666666667,7,6,0,2,0.2102,"l","2025-02-16 16:15:00",0,0,1,0,-1.712889,"Ligue_1","2024","Lens"
"a",2.06191,4.25273,1.30181,3.49264,6.07142857142857,11.6,6,10,1,3,0.2504,"l","2025-02-23 14:00:00",0,0,1,0,-2.19083,"Ligue_1","2024","Lens"
"h",2.02687,1.73131,1.26677,0.971219,6.28,19.7333333333333,8,1,3,4,1.5651,"l","2025-03-01 18:00:00",0,0,1,0,0.295551,"Ligue_1","2024","Lens"
"a",1.23993,1.18945,1.23993,1.18945,12.1142857142857,3.94594594594595,2,13,1,0,1.4238,"w","2025-03-08 20:05:00",1,0,0,3,0.0504800000000001,"Ligue_1","2024","Lens"
"h",0.643819,0.653605,0.643819,0.653605,9.17241379310345,7.09375,6,7,1,0,1.3066,"w","2025-03-15 20:05:00",1,0,0,3,-0.00978599999999996,"Ligue_1","2024","Lens"
"a",0.596446,1.95492,0.596446,1.95492,8.1,13.4827586206897,5,6,0,1,0.3996,"l","2025-03-30 19:45:00",0,0,1,0,-1.358474,"Ligue_1","2024","Lens"
"h",2.50421,1.69228,2.50421,0.911923,6.10714285714286,12.2083333333333,13,5,1,0,1.9815,"w","2025-04-06 13:00:00",1,0,0,3,1.592287,"Ligue_1","2024","Lens"
"h",2.71917,1.44859,2.71917,1.44859,6.53846153846154,16.125,17,2,0,2,2.2286,"l","2025-04-11 18:45:00",0,0,1,0,1.27058,"Ligue_1","2024","Lens"
"a",2.98551,1.05399,2.22541,1.05399,22.9090909090909,20.6666666666667,8,7,3,1,2.5646,"w","2025-04-20 15:15:00",1,0,0,3,1.17142,"Ligue_1","2024","Lens"
"h",2.31455,2.38411,2.31455,2.38411,7.44827586206897,17.0869565217391,9,4,0,4,1.3417,"l","2025-04-27 15:15:00",0,0,1,0,-0.0695600000000001,"Ligue_1","2024","Lens"
"a",0.952824,1.1801,0.952824,1.1801,21.6666666666667,8.26086956521739,1,28,2,1,1.199,"w","2025-05-04 15:15:00",1,0,0,3,-0.227276,"Ligue_1","2024","Lens"
"a",0.766404,1.12406,0.766404,1.12406,10.15,14.2222222222222,8,8,1,1,0.9866,"d","2025-05-10 19:00:00",0,1,0,1,-0.357656,"Ligue_1","2024","Lens"
"h",2.49045,0.481188,2.49045,0.481188,14.12,12.1739130434783,10,3,4,0,2.7056,"w","2025-05-17 19:00:00",1,0,0,3,2.009262,"Ligue_1","2024","Lens"
"a",1.10476,1.44704,1.10476,0.686941,7.33333333333333,9.76666666666667,3,3,1,1,1.0248,"d","2024-08-18 15:00:00",0,1,0,1,0.417819,"Ligue_1","2024","Strasbourg"
"h",1.58875,1.40309,1.58875,1.40309,11.6875,9.35897435897436,1,11,3,1,1.4873,"w","2024-08-25 15:00:00",1,0,0,3,0.18566,"Ligue_1","2024","Strasbourg"
"a",2.44695,3.22754,2.44695,3.22754,12.1764705882353,12.8695652173913,2,14,3,4,0.9468,"l","2024-08-30 18:45:00",0,0,1,0,-0.78059,"Ligue_1","2024","Strasbourg"
"h",2.47918,0.855084,2.47918,0.855084,10.16,11.5,4,9,1,1,2.5132,"d","2024-09-15 15:00:00",0,1,0,1,1.624096,"Ligue_1","2024","Strasbourg"
"a",3.02005,2.30213,3.02005,1.54204,29,7.4,4,8,3,3,1.8763,"d","2024-09-21 15:00:00",0,1,0,1,1.47801,"Ligue_1","2024","Strasbourg"
"h",1.67455,0.782395,1.67455,0.782395,10.6285714285714,26.375,4,2,1,0,2.0876,"w","2024-09-29 18:45:00",1,0,0,3,0.892155,"Ligue_1","2024","Strasbourg"
"h",1.31135,1.43012,0.551251,1.43012,13.6086956521739,8.04545454545454,2,11,2,2,1.2731,"d","2024-10-06 15:00:00",0,1,0,1,-0.878869,"Ligue_1","2024","Strasbourg"
"a",2.22038,4.66981,2.22038,4.66981,14.8888888888889,9.16129032258065,4,6,2,4,0.2239,"l","2024-10-19 19:00:00",0,0,1,0,-2.44943,"Ligue_1","2024","Strasbourg"
"h",1.99679,0.761926,1.99679,0.761926,20.4,10.0606060606061,6,6,3,1,2.3335,"w","2024-10-27 16:00:00",1,0,0,3,1.234864,"Ligue_1","2024","Strasbourg"
"a",0.451174,2.82745,0.451174,2.82745,14.8235294117647,29.6111111111111,5,6,0,2,0.1094,"l","2024-11-02 20:00:00",0,0,1,0,-2.376276,"Ligue_1","2024","Strasbourg"
"h",0.771173,3.42574,0.771173,2.66564,12.9090909090909,6.47058823529412,3,12,1,3,0.1123,"l","2024-11-09 16:00:00",0,0,1,0,-1.894467,"Ligue_1","2024","Strasbourg"
"a",0.524154,2.03827,0.524154,2.03827,15.7727272727273,7.45945945945946,2,8,1,2,0.3549,"l","2024-11-24 19:45:00",0,0,1,0,-1.514116,"Ligue_1","2024","Strasbourg"
"a",0.930345,2.90417,0.930345,1.38398,14.9333333333333,16.6923076923077,12,3,1,3,0.2325,"l","2024-11-30 18:00:00",0,0,1,0,-0.453635,"Ligue_1","2024","Strasbourg"
"h",1.0949,1.28455,1.0949,1.28455,10.4827586206897,9.89285714285714,6,8,0,0,1.186,"d","2024-12-08 16:00:00",0,1,0,1,-0.18965,"Ligue_1","2024","Strasbourg"
"a",1.39172,1.58328,1.39172,1.58328,30.0769230769231,11.6428571428571,6,3,3,0,1.1864,"w","2024-12-15 16:00:00",1,0,0,3,-0.19156,"Ligue_1","2024","Strasbourg"
"h",2.89722,1.7605,2.13712,1.7605,9.65217391304348,15.2608695652174,6,4,3,1,2.1671,"w","2025-01-05 14:00:00",1,0,0,3,0.37662,"Ligue_1","2024","Strasbourg"
"a",1.82783,1.19281,1.82783,1.19281,11.4347826086957,7.71052631578947,4,6,2,1,1.9183,"w","2025-01-12 16:15:00",1,0,0,3,0.63502,"Ligue_1","2024","Strasbourg"
"a",0.854933,3.29082,0.854933,2.53072,21.8235294117647,6.22222222222222,2,7,1,1,0.1394,"d","2025-01-19 19:45:00",0,1,0,1,-1.675787,"Ligue_1","2024","Strasbourg"
"h",1.19703,1.95469,1.19703,1.95469,23.5625,12.7692307692308,4,13,2,1,0.8267,"w","2025-01-25 18:00:00",1,0,0,3,-0.75766,"Ligue_1","2024","Strasbourg"
"a",0.994427,0.763344,0.994427,0.763344,13.9444444444444,9.32432432432432,2,4,0,1,1.5569,"l","2025-02-02 16:15:00",0,0,1,0,0.231083,"Ligue_1","2024","Strasbourg"
"h",3.17215,1.9822,3.17215,1.9822,7.66666666666667,29.2307692307692,11,6,2,0,2.1666,"w","2025-02-09 16:15:00",1,0,0,3,1.18995,"Ligue_1","2024","Strasbourg"
"a",1.97845,0.265561,1.97845,0.265561,19.1666666666667,15.3684210526316,6,7,2,0,2.6543,"w","2025-02-16 16:15:00",1,0,0,3,1.712889,"Ligue_1","2024","Strasbourg"
"h",0.785346,0.498988,0.785346,0.498988,14,22.5882352941176,9,5,0,0,1.648,"d","2025-02-23 16:15:00",0,1,0,1,0.286358,"Ligue_1","2024","Strasbourg"
"a",1.52559,2.09273,1.52559,2.09273,20.6363636363636,10.7428571428571,3,9,1,0,0.946,"w","2025-03-02 16:15:00",1,0,0,3,-0.56714,"Ligue_1","2024","Strasbourg"
"a",1.17018,0.66134,1.17018,0.66134,14.0625,22.5333333333333,4,8,1,0,1.7982,"w","2025-03-09 16:15:00",1,0,0,3,0.50884,"Ligue_1","2024","Strasbourg"
"h",1.98742,1.39687,1.98742,1.39687,12.7142857142857,15.3571428571429,9,4,2,1,1.8421,"w","2025-03-16 16:15:00",1,0,0,3,0.59055,"Ligue_1","2024","Strasbourg"
"h",1.77552,2.87161,1.77552,2.11152,19.1578947368421,9.25,3,12,4,2,0.6955,"w","2025-03-28 19:45:00",1,0,0,3,-0.336,"Ligue_1","2024","Strasbourg"
"a",2.80314,0.891063,2.80314,0.891063,14.6315789473684,10.1111111111111,7,4,1,0,2.6495,"w","2025-04-06 15:15:00",1,0,0,3,1.912077,"Ligue_1","2024","Strasbourg"
"h",0.789035,1.83829,0.789035,1.83829,19.9285714285714,17.0555555555556,5,14,2,2,0.6151,"d","2025-04-12 19:05:00",0,1,0,1,-1.049255,"Ligue_1","2024","Strasbourg"
"a",0.340219,0.969947,0.340219,0.969947,16.8666666666667,11.6896551724138,4,11,0,0,0.7322,"d","2025-04-19 17:00:00",0,1,0,1,-0.629728,"Ligue_1","2024","Strasbourg"
"h",2.8346,2.2201,2.8346,2.2201,16.2631578947368,17.1363636363636,12,6,3,1,1.7902,"w","2025-04-26 15:00:00",1,0,0,3,0.6145,"Ligue_1","2024","Strasbourg"
"h",1.42064,2.35931,1.42064,2.35931,19.3684210526316,7.57692307692308,3,10,2,1,0.7376,"w","2025-05-03 15:00:00",1,0,0,3,-0.93867,"Ligue_1","2024","Strasbourg"
"a",0.710143,1.33058,0.710143,1.33058,6.44,25.0625,7,1,1,2,0.791,"l","2025-05-10 19:00:00",0,0,1,0,-0.620437,"Ligue_1","2024","Strasbourg"
"h",1.74414,2.49529,1.74414,0.975097,11,12.6666666666667,9,1,2,3,0.8003,"l","2025-05-17 19:00:00",0,0,1,0,0.769043,"Ligue_1","2024","Strasbourg"
"h",1.51475,2.96496,0.754656,1.44477,10.2121212121212,22.6153846153846,2,5,1,5,0.4146,"l","2024-08-17 15:00:00",0,0,1,0,-0.690114,"Ligue_1","2024","Brest"
"a",0.695576,4.01926,0.695576,4.01926,18.7857142857143,10.5384615384615,6,20,0,2,0.073,"l","2024-08-25 13:00:00",0,0,1,0,-3.323684,"Ligue_1","2024","Brest"
"h",3.60698,0.256612,2.08679,0.256612,11.3333333333333,6.69565217391304,9,4,4,0,2.9691,"w","2024-08-31 15:00:00",1,0,0,3,1.830178,"Ligue_1","2024","Brest"
"a",1.00928,2.91245,0.249183,2.91245,14.9230769230769,9.2,1,15,1,3,0.2665,"l","2024-09-14 19:00:00",0,0,1,0,-2.663267,"Ligue_1","2024","Brest"
"h",0.709045,2.3505,0.709045,1.5904,19.2857142857143,5.22857142857143,2,7,2,0,0.2747,"w","2024-09-22 15:00:00",1,0,0,3,-0.881355,"Ligue_1","2024","Brest"
"a",0.726126,2.9504,0.726126,2.1903,6.75,13.36,1,5,0,3,0.1905,"l","2024-09-27 17:00:00",0,0,1,0,-1.464174,"Ligue_1","2024","Brest"
"h",0.890433,2.11913,0.890433,2.11913,6.33333333333333,9,5,4,2,0,0.5167,"w","2024-10-06 15:00:00",1,0,0,3,-1.228697,"Ligue_1","2024","Brest"
"h",1.42573,1.14445,0.665637,1.14445,7.28571428571429,17,6,3,1,1,1.5905,"d","2024-10-19 15:00:00",0,1,0,1,-0.478813,"Ligue_1","2024","Brest"
"a",1.64092,1.44911,0.880825,1.44911,14.5882352941176,9.21739130434783,4,5,2,1,1.5278,"w","2024-10-26 17:00:00",1,0,0,3,-0.568285,"Ligue_1","2024","Brest"
"h",1.02021,1.92085,1.02021,1.92085,6.03030303030303,21.4,9,6,0,1,0.6435,"l","2024-11-02 18:00:00",0,0,1,0,-0.90064,"Ligue_1","2024","Brest"
"a",1.88669,3.03758,1.88669,1.51739,5.57142857142857,15,3,4,1,3,0.6026,"l","2024-11-10 16:00:00",0,0,1,0,0.3693,"Ligue_1","2024","Brest"
"a",1.38684,2.55781,1.38684,2.55781,8.57142857142857,9.04166666666667,4,4,2,3,0.5933,"l","2024-11-22 18:00:00",0,0,1,0,-1.17097,"Ligue_1","2024","Brest"
"h",2.90417,0.930345,1.38398,0.930345,16.6923076923077,14.9333333333333,3,12,3,1,2.6619,"w","2024-11-30 18:00:00",1,0,0,3,0.453635,"Ligue_1","2024","Brest"
"a",0.740372,3.01042,0.740372,2.25032,13.2666666666667,10.7826086956522,4,10,1,3,0.1279,"l","2024-12-06 18:00:00",0,0,1,0,-1.509948,"Ligue_1","2024","Brest"
"h",2.20104,1.39913,2.20104,1.39913,17.9333333333333,16.4761904761905,1,5,4,1,1.9687,"w","2024-12-15 16:00:00",1,0,0,3,0.80191,"Ligue_1","2024","Brest"
"a",0.608874,1.90119,0.608874,1.90119,6.83333333333333,14.6666666666667,6,7,0,2,0.3845,"l","2025-01-05 14:00:00",0,0,1,0,-1.292316,"Ligue_1","2024","Brest"
"h",1.28964,1.40093,1.28964,1.40093,29.4285714285714,7.95,6,6,2,1,1.2687,"w","2025-01-11 16:00:00",1,0,0,3,-0.11129,"Ligue_1","2024","Brest"
"a",1.87321,1.92675,1.87321,1.92675,10.0857142857143,4.90322580645161,4,15,2,1,1.3554,"w","2025-01-18 18:00:00",1,0,0,3,-0.0535399999999999,"Ligue_1","2024","Brest"
"a",2.38282,0.696232,2.38282,0.696232,7.58064516129032,11.84,12,8,1,0,2.56,"w","2025-01-26 14:00:00",1,0,0,3,1.686588,"Ligue_1","2024","Brest"
"h",0.63646,3.94899,0.63646,3.94899,42.5,9.65217391304348,3,16,2,5,0.0699,"l","2025-02-01 16:00:00",0,0,1,0,-3.31253,"Ligue_1","2024","Brest"
"a",2.49765,1.45114,2.49765,1.45114,16.9411764705882,12.2666666666667,4,6,2,0,2.1473,"w","2025-02-07 16:00:00",1,0,0,3,1.04651,"Ligue_1","2024","Brest"
"h",1.97492,1.48646,1.97492,1.48646,6.58333333333333,18,7,10,2,2,1.7259,"d","2025-02-14 19:45:00",0,1,0,1,0.48846,"Ligue_1","2024","Brest"
"a",0.498988,0.785346,0.498988,0.785346,22.5882352941176,14,5,9,0,0,0.9706,"d","2025-02-23 16:15:00",0,1,0,1,-0.286358,"Ligue_1","2024","Brest"
"a",1.89282,1.54474,1.13273,1.54474,17.6666666666667,7.72727272727273,9,10,1,2,1.619,"l","2025-03-02 14:00:00",0,0,1,0,-0.41201,"Ligue_1","2024","Brest"
"h",4.53611,0.48923,4.53611,0.48923,11.08,25.5,4,1,2,0,2.9737,"w","2025-03-09 14:00:00",1,0,0,3,4.04688,"Ligue_1","2024","Brest"
"h",0.33799,0.985266,0.33799,0.985266,5.72,22.6875,2,2,0,0,0.7102,"d","2025-03-16 16:15:00",0,1,0,1,-0.647276,"Ligue_1","2024","Brest"
"a",1.99117,2.44172,1.99117,2.44172,9.80769230769231,13,3,11,4,2,1.0561,"w","2025-03-30 14:00:00",1,0,0,3,-0.45055,"Ligue_1","2024","Brest"
"h",0.90697,1.75483,0.90697,0.994731,12.04,6.72,5,11,2,1,0.6748,"w","2025-04-05 17:00:00",1,0,0,3,-0.087761,"Ligue_1","2024","Brest"
"a",2.01379,1.02329,2.01379,1.02329,11,6.25925925925926,7,4,3,3,2.1068,"d","2025-04-13 13:00:00",0,1,0,1,0.9905,"Ligue_1","2024","Brest"
"h",1.05399,2.98551,1.05399,2.22541,20.6666666666667,22.9090909090909,7,8,1,3,0.3092,"l","2025-04-20 15:15:00",0,0,1,0,-1.17142,"Ligue_1","2024","Brest"
"a",2.00913,1.12568,2.00913,1.12568,9.10526315789474,16.3529411764706,2,4,1,4,2.1141,"l","2025-04-27 18:45:00",0,0,1,0,0.88345,"Ligue_1","2024","Brest"
"h",1.34191,0.413817,1.34191,0.413817,6.6,12.1612903225806,8,3,1,0,2.1949,"w","2025-05-04 15:15:00",1,0,0,3,0.928093,"Ligue_1","2024","Brest"
"h",1.88589,1.84479,1.88589,1.84479,20.1666666666667,6.93939393939394,1,10,2,0,1.4094,"w","2025-05-10 19:00:00",1,0,0,3,0.0411000000000001,"Ligue_1","2024","Brest"
"a",0.68904,5.0223,0.68904,4.2622,8.2962962962963,13.6666666666667,1,9,0,6,0.0106,"l","2025-05-17 19:00:00",0,0,1,0,-3.57316,"Ligue_1","2024","Brest"
"h",3.03248,0.58056,3.03248,0.58056,21.6666666666667,8.86206896551724,8,10,2,1,2.7847,"w","2024-08-18 13:00:00",1,0,0,3,2.45192,"Ligue_1","2024","Auxerre"
"a",0.876338,1.52541,0.876338,1.52541,10.3846153846154,16.9047619047619,7,4,0,2,0.8157,"l","2024-08-25 15:00:00",0,0,1,0,-0.649072,"Ligue_1","2024","Auxerre"
"a",0.743523,2.83661,0.743523,2.07651,13.0526315789474,18.375,2,10,1,3,0.1871,"l","2024-09-01 15:00:00",0,0,1,0,-1.332987,"Ligue_1","2024","Auxerre"
"h",0.419427,3.37672,0.419427,3.37672,10.4857142857143,5.83870967741935,3,8,0,3,0.0681,"l","2024-09-14 17:00:00",0,0,1,0,-2.957293,"Ligue_1","2024","Auxerre"
"a",1.42586,1.78396,1.42586,1.78396,7.38709677419355,9.13636363636364,5,7,2,3,1.0852,"l","2024-09-22 15:00:00",0,0,1,0,-0.3581,"Ligue_1","2024","Auxerre"
"h",2.9504,0.726126,2.1903,0.726126,13.36,6.75,5,1,3,0,2.7195,"w","2024-09-27 17:00:00",1,0,0,3,1.464174,"Ligue_1","2024","Auxerre"
"a",0.71964,2.45106,0.71964,2.45106,9.31818181818182,10,4,2,1,3,0.3196,"l","2024-10-05 15:00:00",0,0,1,0,-1.73142,"Ligue_1","2024","Auxerre"
"h",2.86385,1.22872,2.10375,1.22872,12.625,7.5,8,5,2,1,2.5392,"w","2024-10-20 15:00:00",1,0,0,3,0.87503,"Ligue_1","2024","Auxerre"
"a",1.0609,2.21183,1.0609,1.45173,15.2631578947368,8.33333333333333,2,8,2,2,0.5974,"d","2024-10-27 14:00:00",0,1,0,1,-0.39083,"Ligue_1","2024","Auxerre"
"h",2.39897,0.701873,1.63888,0.701873,16.9,8.12,8,2,4,0,2.5947,"w","2024-11-03 16:00:00",1,0,0,3,0.937007,"Ligue_1","2024","Auxerre"
"a",2.09466,2.02831,2.09466,1.26821,15.7727272727273,3.3125,1,6,3,1,1.4557,"w","2024-11-08 19:45:00",1,0,0,3,0.82645,"Ligue_1","2024","Auxerre"
"h",0.683126,1.14148,0.683126,1.14148,13.5416666666667,18.9333333333333,4,3,1,0,0.922,"w","2024-11-24 16:00:00",1,0,0,3,-0.458354,"Ligue_1","2024","Auxerre"
"a",0.129647,2.78623,0.129647,2.02614,14.4285714285714,8.77777777777778,5,4,0,2,0.0414,"l","2024-12-01 16:00:00",0,0,1,0,-1.896493,"Ligue_1","2024","Auxerre"
"h",0.34154,3.04535,0.34154,3.04535,21.8125,3.86206896551724,4,13,0,0,0.0899,"d","2024-12-06 20:00:00",0,1,0,1,-2.70381,"Ligue_1","2024","Auxerre"
"h",0.51026,1.73768,0.51026,1.73768,13.3076923076923,8.5,3,12,2,2,0.4772,"d","2024-12-14 18:00:00",0,1,0,1,-1.22742,"Ligue_1","2024","Auxerre"
"a",1.7605,2.89722,1.7605,2.13712,15.2608695652174,9.65217391304348,4,6,1,3,0.6356,"l","2025-01-05 14:00:00",0,0,1,0,-0.37662,"Ligue_1","2024","Auxerre"
"h",0.601359,1.51829,0.601359,0.758197,19.1875,5.66666666666667,1,16,0,0,0.5426,"d","2025-01-10 20:00:00",0,1,0,1,-0.156838,"Ligue_1","2024","Auxerre"
"a",0.462137,1.21759,0.462137,1.21759,9,12.6923076923077,5,4,0,2,0.672,"l","2025-01-19 16:15:00",0,0,1,0,-0.755453,"Ligue_1","2024","Auxerre"
"h",0.582829,1.1913,0.582829,1.1913,14.5555555555556,7.12,9,4,1,1,0.6126,"d","2025-01-24 19:45:00",0,1,0,1,-0.608471,"Ligue_1","2024","Auxerre"
"a",1.6376,2.07751,0.877508,2.07751,11.8636363636364,5.70731707317073,3,12,2,4,1.0363,"l","2025-02-01 18:00:00",0,0,1,0,-1.200002,"Ligue_1","2024","Auxerre"
"h",0.716768,1.16269,0.716768,1.16269,13.7647058823529,12.4782608695652,2,7,2,2,0.9038,"d","2025-02-09 16:15:00",0,1,0,1,-0.445922,"Ligue_1","2024","Auxerre"
"a",1.48646,1.97492,1.48646,1.97492,18,6.58333333333333,10,7,2,2,1.0317,"d","2025-02-14 19:45:00",0,1,0,1,-0.48846,"Ligue_1","2024","Auxerre"
"h",1.96607,1.22185,1.20597,1.22185,35.4285714285714,5.3,4,9,3,0,1.98,"w","2025-02-22 20:05:00",1,0,0,3,-0.0158800000000001,"Ligue_1","2024","Auxerre"
"h",2.09273,1.52559,2.09273,1.52559,10.7428571428571,20.6363636363636,9,3,0,1,1.8037,"l","2025-03-02 16:15:00",0,0,1,0,0.56714,"Ligue_1","2024","Auxerre"
"a",1.87605,1.83707,1.87605,1.83707,11.4,7.03846153846154,7,1,2,0,1.3834,"w","2025-03-09 16:15:00",1,0,0,3,0.03898,"Ligue_1","2024","Auxerre"
"a",0.606081,2.29143,0.606081,2.29143,8.25806451612903,7.84375,2,19,1,1,0.3499,"d","2025-03-14 19:45:00",0,1,0,1,-1.685349,"Ligue_1","2024","Auxerre"
"h",2.11681,0.457017,2.11681,0.457017,7.96666666666667,13.6842105263158,11,5,1,0,2.5408,"w","2025-03-30 16:15:00",1,0,0,3,1.659793,"Ligue_1","2024","Auxerre"
"a",1.10602,1.06426,1.10602,1.06426,27.7142857142857,8.15384615384615,4,11,1,0,1.4142,"w","2025-04-06 15:15:00",1,0,0,3,0.04176,"Ligue_1","2024","Auxerre"
"h",1.00397,3.11801,1.00397,2.35791,21.8666666666667,9.39130434782609,5,12,1,3,0.2149,"l","2025-04-13 18:45:00",0,0,1,0,-1.35394,"Ligue_1","2024","Auxerre"
"a",0.280948,2.97047,0.280948,2.97047,14.5,7.44117647058824,6,9,1,3,0.058,"l","2025-04-20 13:00:00",0,0,1,0,-2.689522,"Ligue_1","2024","Auxerre"
"a",2.38411,2.31455,2.38411,2.31455,17.0869565217391,7.44827586206897,4,9,4,0,1.4242,"w","2025-04-27 15:15:00",1,0,0,3,0.0695600000000001,"Ligue_1","2024","Auxerre"
"h",0.32277,1.30285,0.32277,1.30285,14.7222222222222,10.7272727272727,3,1,1,2,0.4626,"l","2025-05-04 15:15:00",0,0,1,0,-0.98008,"Ligue_1","2024","Auxerre"
"h",0.624481,0.823377,0.624481,0.823377,10.304347826087,16.6666666666667,7,0,1,1,1.0734,"d","2025-05-10 19:00:00",0,1,0,1,-0.198896,"Ligue_1","2024","Auxerre"
"a",0.9013,3.71972,0.9013,2.95963,28.4166666666667,8.16,1,17,1,3,0.108,"l","2025-05-17 19:00:00",0,0,1,0,-2.05833,"Ligue_1","2024","Auxerre"
"h",0.197023,2.9098,0.197023,2.14971,27.2631578947368,6.84210526315789,1,7,1,4,0.0519,"l","2024-08-16 18:45:00",0,0,1,0,-1.952687,"Ligue_1","2024","Le Havre"
"a",2.23362,1.48827,1.47353,1.48827,9.53846153846154,10.25,5,4,2,0,1.9543,"w","2024-08-24 19:00:00",1,0,0,3,-0.01474,"Ligue_1","2024","Le Havre"
