"h_a","xG","xGA","npxG","npxGA","ppda","ppda_allowed","deep","deep_allowed","scored","missed","xpts","result","date","wins","draws","loses","pts","npxGD","league","season","teams"
"h",5.14782,1.36606,4.38773,1.36606,6,19.8461538461538,22,3,7,1,2.9169,"w","2025-02-15 18:00:00",1,0,0,3,3.02167,"Ligue_1","2024","Monaco"
"a",2.78007,1.04956,2.78007,1.04956,6.44827586206897,12.1739130434783,6,13,1,2,2.5542,"l","2025-02-22 16:00:00",0,0,1,0,1.73051,"Ligue_1","2024","Monaco"
"h",4.01066,0.722972,4.01066,0.722972,8.71428571428571,28.8888888888889,22,3,3,0,2.9152,"w","2025-02-28 19:45:00",1,0,0,3,3.287688,"Ligue_1","2024","Monaco"
"a",2.8576,1.25392,2.8576,1.25392,7.25,7.89285714285714,16,2,1,1,2.4926,"d","2025-03-07 19:45:00",0,1,0,1,1.60368,"Ligue_1","2024","Monaco"
"a",2.03553,0.497795,1.27543,0.497795,9.33333333333333,14.9473684210526,14,2,2,0,2.56,"w","2025-03-15 18:00:00",1,0,0,3,0.777635,"Ligue_1","2024","Monaco"
"h",2.52612,0.60151,1.76603,0.60151,5.85294117647059,13.7368421052632,17,2,2,1,2.6513,"w","2025-03-29 20:05:00",1,0,0,3,1.16452,"Ligue_1","2024","Monaco"
"a",1.75483,0.90697,0.994731,0.90697,6.72,12.04,11,5,1,2,2.0743,"l","2025-04-05 17:00:00",0,0,1,0,0.087761,"Ligue_1","2024","Monaco"
"h",2.91516,0.877673,2.15506,0.877673,14.1923076923077,12.8421052631579,4,8,3,0,2.6493,"w","2025-04-12 15:00:00",1,0,0,3,1.277387,"Ligue_1","2024","Monaco"
"h",0.969947,0.340219,0.969947,0.340219,11.6896551724138,16.8666666666667,11,4,0,0,1.9052,"d","2025-04-19 17:00:00",0,1,0,1,0.629728,"Ligue_1","2024","Monaco"
"a",3.28954,0.807798,3.28954,0.807798,6.48275862068965,10.6363636363636,10,3,1,1,2.8277,"d","2025-04-26 17:00:00",0,1,0,1,2.481742,"Ligue_1","2024","Monaco"
"a",1.84407,1.16957,1.84407,1.16957,8.79310344827586,7.12,14,7,3,1,1.9074,"w","2025-05-03 19:05:00",1,0,0,3,0.6745,"Ligue_1","2024","Monaco"
"h",1.48659,0.390411,1.48659,0.390411,9.91304347826087,10.5,8,3,2,0,2.3034,"w","2025-05-10 19:00:00",1,0,0,3,1.096179,"Ligue_1","2024","Monaco"
"a",0.481188,2.49045,0.481188,2.49045,12.1739130434783,14.12,3,10,0,4,0.1907,"l","2025-05-17 19:00:00",0,0,1,0,-2.009262,"Ligue_1","2024","Monaco"
"h",1.50937,0.513845,1.50937,0.513845,10.0434782608696,23.6363636363636,7,1,0,0,2.1893,"d","2024-08-18 15:00:00",0,1,0,1,0.995525,"Ligue_1","2024","Toulouse"
"a",0.946618,1.23725,0.946618,1.23725,7.04878048780488,7.26923076923077,6,8,1,1,1.0772,"d","2024-08-25 15:00:00",0,1,0,1,-0.290632,"Ligue_1","2024","Toulouse"
"h",0.485368,1.29819,0.485368,1.29819,35.5,7.22727272727273,1,12,1,3,0.6532,"l","2024-08-31 19:00:00",0,0,1,0,-0.812822,"Ligue_1","2024","Toulouse"
"h",1.8674,0.15045,1.8674,0.15045,11.9130434782609,12.8076923076923,5,0,2,0,2.6748,"w","2024-09-15 15:00:00",1,0,0,3,1.71695,"Ligue_1","2024","Toulouse"
"a",2.3505,0.709045,1.5904,0.709045,5.22857142857143,19.2857142857143,7,2,0,2,2.5892,"l","2024-09-22 15:00:00",0,0,1,0,0.881355,"Ligue_1","2024","Toulouse"
"h",0.716626,0.730803,0.716626,0.730803,13.0909090909091,8.96153846153846,6,2,1,2,1.2756,"l","2024-09-29 13:00:00",0,0,1,0,-0.014177,"Ligue_1","2024","Toulouse"
"a",1.43654,1.37754,1.43654,1.37754,11.2333333333333,9.125,4,5,1,2,1.4222,"l","2024-10-05 17:00:00",0,0,1,0,0.0589999999999999,"Ligue_1","2024","Toulouse"
"h",2.43778,1.47299,2.43778,0.7129,13.5,20.3333333333333,13,5,1,1,2.1301,"d","2024-10-20 15:00:00",0,1,0,1,1.72488,"Ligue_1","2024","Toulouse"
"a",2.88708,0.241419,2.88708,0.241419,9.61290322580645,13.125,13,1,3,0,2.8737,"w","2024-10-27 16:00:00",1,0,0,3,2.645661,"Ligue_1","2024","Toulouse"
"h",0.910081,0.818661,0.910081,0.818661,8.65384615384615,8.91304347826087,7,3,1,0,1.3905,"w","2024-11-03 14:00:00",1,0,0,3,0.0914200000000001,"Ligue_1","2024","Toulouse"
"a",1.31564,0.31279,1.31564,0.31279,13,5.875,9,4,2,0,2.2976,"w","2024-11-10 16:00:00",1,0,0,3,1.00285,"Ligue_1","2024","Toulouse"
"a",1.84157,1.63216,1.84157,1.63216,17.1111111111111,6.61904761904762,8,7,0,3,1.5521,"l","2024-11-22 20:00:00",0,0,1,0,0.20941,"Ligue_1","2024","Toulouse"
"h",2.78623,0.129647,2.02614,0.129647,8.77777777777778,14.4285714285714,4,5,2,0,2.9241,"w","2024-12-01 16:00:00",1,0,0,3,1.896493,"Ligue_1","2024","Toulouse"
"a",0.232536,2.8043,0.232536,2.8043,11.0740740740741,5.8,3,10,0,2,0.089,"l","2024-12-07 16:00:00",0,0,1,0,-2.571764,"Ligue_1","2024","Toulouse"
"h",1.73249,0.388289,1.73249,0.388289,10.6136363636364,13.9444444444444,8,1,2,1,2.5046,"w","2024-12-13 19:45:00",1,0,0,3,1.344201,"Ligue_1","2024","Toulouse"
"a",2.19226,1.32887,1.43216,1.32887,11.4545454545455,4.72727272727273,7,14,1,0,2.0636,"w","2025-01-05 14:00:00",1,0,0,3,0.10329,"Ligue_1","2024","Toulouse"
"h",1.19281,1.82783,1.19281,1.82783,7.71052631578947,11.4347826086957,6,4,1,2,0.8314,"l","2025-01-12 16:15:00",0,0,1,0,-0.63502,"Ligue_1","2024","Toulouse"
"a",1.36611,0.619056,1.36611,0.619056,26.1666666666667,6.3,8,15,0,0,2.0248,"d","2025-01-18 20:05:00",0,1,0,1,0.747054,"Ligue_1","2024","Toulouse"
"h",1.34257,0.939857,1.34257,0.939857,5.95454545454545,9.33333333333333,16,3,1,2,1.6761,"l","2025-01-26 16:15:00",0,0,1,0,0.402713,"Ligue_1","2024","Toulouse"
"h",0.854551,1.51342,0.854551,0.753321,10.4285714285714,10.3461538461538,6,5,1,1,0.7519,"d","2025-02-02 14:00:00",0,1,0,1,0.10123,"Ligue_1","2024","Toulouse"
"a",1.16269,0.716768,1.16269,0.716768,12.4782608695652,13.7647058823529,7,2,2,2,1.7801,"d","2025-02-09 16:15:00",0,1,0,1,0.445922,"Ligue_1","2024","Toulouse"
"h",1.19618,2.93281,1.19618,2.93281,36.3076923076923,4.07142857142857,1,5,0,1,0.3985,"l","2025-02-15 20:05:00",0,0,1,0,-1.73663,"Ligue_1","2024","Toulouse"
"a",2.60783,1.04249,1.84774,1.04249,12.0909090909091,11.0434782608696,11,2,4,1,2.465,"w","2025-02-23 16:15:00",1,0,0,3,0.80525,"Ligue_1","2024","Toulouse"
"a",4.43647,0.363765,4.43647,0.363765,11.2857142857143,10.0416666666667,16,3,4,0,2.9796,"w","2025-03-02 16:15:00",1,0,0,3,4.072705,"Ligue_1","2024","Toulouse"
"h",1.25392,2.8576,1.25392,2.8576,7.89285714285714,7.25,2,16,1,1,0.3605,"d","2025-03-07 19:45:00",0,1,0,1,-1.60368,"Ligue_1","2024","Toulouse"
"a",1.39687,1.98742,1.39687,1.98742,15.3571428571429,12.7142857142857,4,9,1,2,0.8863,"l","2025-03-16 16:15:00",0,0,1,0,-0.59055,"Ligue_1","2024","Toulouse"
"h",2.44172,1.99117,2.44172,1.99117,13,9.80769230769231,11,3,2,4,1.6987,"l","2025-03-30 14:00:00",0,0,1,0,0.45055,"Ligue_1","2024","Toulouse"
"a",1.30619,1.13222,1.30619,1.13222,20.15,12.625,4,6,2,3,1.5252,"l","2025-04-06 18:45:00",0,0,1,0,0.17397,"Ligue_1","2024","Toulouse"
"h",0.982005,0.599675,0.982005,0.599675,14,14.8235294117647,7,4,1,2,1.6638,"l","2025-04-12 17:00:00",0,0,1,0,0.38233,"Ligue_1","2024","Toulouse"
"a",1.32734,0.659517,1.32734,0.659517,16.5454545454545,14,14,4,0,1,1.9058,"l","2025-04-20 15:15:00",0,0,1,0,0.667823,"Ligue_1","2024","Toulouse"
"a",0.410988,1.33764,0.410988,1.33764,29,11,4,1,0,0,0.5466,"d","2025-04-27 15:15:00",0,1,0,1,-0.926652,"Ligue_1","2024","Toulouse"
"h",1.01393,1.57739,1.01393,1.57739,15.1,9.68421052631579,6,5,2,1,0.8644,"w","2025-05-03 17:00:00",1,0,0,3,-0.56346,"Ligue_1","2024","Toulouse"
"h",1.12406,0.766404,1.12406,0.766404,14.2222222222222,10.15,8,8,1,1,1.7027,"d","2025-05-10 19:00:00",0,1,0,1,0.357656,"Ligue_1","2024","Toulouse"
"a",3.82215,1.32698,3.82215,1.32698,15.2727272727273,8.7,10,6,3,2,2.7085,"w","2025-05-17 19:00:00",1,0,0,3,2.49517,"Ligue_1","2024","Toulouse"
"a",0.484117,2.78444,0.484117,2.78444,12.2857142857143,5.86206896551724,1,8,0,1,0.1689,"l","2024-08-17 19:00:00",0,0,1,0,-2.300323,"Ligue_1","2024","Saint-Etienne"
"h",1.48827,2.23362,1.48827,1.47353,10.25,9.53846153846154,4,5,0,2,0.817,"l","2024-08-24 19:00:00",0,0,1,0,0.01474,"Ligue_1","2024","Saint-Etienne"
"a",0.256612,3.60698,0.256612,2.08679,6.69565217391304,11.3333333333333,4,9,0,4,0.0177,"l","2024-08-31 15:00:00",0,0,1,0,-1.830178,"Ligue_1","2024","Saint-Etienne"
"h",1.1774,2.73176,1.1774,2.73176,19.7777777777778,8,3,13,1,0,0.4531,"w","2024-09-13 18:30:00",1,0,0,3,-1.55436,"Ligue_1","2024","Saint-Etienne"
"a",0.335532,4.50007,0.335532,3.73998,16.6774193548387,16.75,6,3,0,8,0.0021,"l","2024-09-20 18:45:00",0,0,1,0,-3.404448,"Ligue_1","2024","Saint-Etienne"
"a",1.0242,2.61562,0.264104,2.61562,20.375,12.1764705882353,3,6,2,2,0.3384,"d","2024-09-29 15:00:00",0,1,0,1,-2.351516,"Ligue_1","2024","Saint-Etienne"
"h",2.45106,0.71964,2.45106,0.71964,10,9.31818181818182,2,4,3,1,2.539,"w","2024-10-05 15:00:00",1,0,0,3,1.73142,"Ligue_1","2024","Saint-Etienne"
"h",0.782727,1.35593,0.782727,1.35593,12.3571428571429,10.125,4,11,0,2,0.8415,"l","2024-10-19 17:00:00",0,0,1,0,-0.573203,"Ligue_1","2024","Saint-Etienne"
"a",1.33,3.26778,0.569909,2.50768,9.88,15.3636363636364,7,2,2,4,0.2277,"l","2024-10-26 15:00:00",0,0,1,0,-1.937771,"Ligue_1","2024","Saint-Etienne"
"h",2.82745,0.451174,2.82745,0.451174,29.6111111111111,14.8235294117647,6,5,2,0,2.8313,"w","2024-11-02 20:00:00",1,0,0,3,2.376276,"Ligue_1","2024","Saint-Etienne"
"a",0.703111,2.28647,0.703111,2.28647,11.5384615384615,5.56666666666667,2,18,0,1,0.333,"l","2024-11-10 19:45:00",0,0,1,0,-1.583359,"Ligue_1","2024","Saint-Etienne"
"h",1.27297,0.862794,1.27297,0.862794,17.2857142857143,5.46153846153846,4,8,1,0,1.7175,"w","2024-11-23 18:00:00",1,0,0,3,0.410176,"Ligue_1","2024","Saint-Etienne"
"a",0.168428,3.01812,0.168428,1.49793,26.5625,5.63333333333333,1,10,0,5,0.0345,"l","2024-11-30 16:00:00",0,0,1,0,-1.329502,"Ligue_1","2024","Saint-Etienne"
"h",0.166752,2.9851,0.166752,2.09167,35.3529411764706,11.1538461538462,0,11,0,2,0.0349,"l","2024-12-08 19:45:00",0,0,1,0,-1.924918,"Ligue_1","2024","Saint-Etienne"
"a",0.388289,1.73249,0.388289,1.73249,13.9444444444444,10.6136363636364,1,8,1,2,0.3092,"l","2024-12-13 19:45:00",0,0,1,0,-1.344201,"Ligue_1","2024","Saint-Etienne"
"h",3.18639,1.27612,3.18639,1.27612,7.93103448275862,14.5833333333333,10,11,3,1,2.5637,"w","2025-01-04 16:00:00",1,0,0,3,1.91027,"Ligue_1","2024","Saint-Etienne"
"a",0.410024,5.07062,0.410024,4.31052,15.304347826087,6.52941176470588,4,11,1,2,0.0081,"l","2025-01-12 19:45:00",0,0,1,0,-3.900496,"Ligue_1","2024","Saint-Etienne"
"h",0.836137,1.36031,0.836137,1.36031,5.73684210526316,21,8,2,1,1,0.889,"d","2025-01-19 14:00:00",0,1,0,1,-0.524173,"Ligue_1","2024","Saint-Etienne"
"a",1.1913,0.582829,1.1913,0.582829,7.12,14.5555555555556,4,9,1,1,2.0946,"d","2025-01-24 19:45:00",0,1,0,1,0.608471,"Ligue_1","2024","Saint-Etienne"
"a",2.10343,2.74822,1.34333,1.98812,14.5909090909091,4.82352941176471,5,19,1,4,0.9643,"l","2025-02-01 20:05:00",0,0,1,0,-0.64479,"Ligue_1","2024","Saint-Etienne"
"h",0.462142,4.06991,0.462142,4.06991,9.75,10.375,11,13,0,2,0.0145,"l","2025-02-08 20:05:00",0,0,1,0,-3.607768,"Ligue_1","2024","Saint-Etienne"
"a",1.0312,5.94236,1.0312,5.18227,28.5263157894737,7.14814814814815,6,12,1,5,0.0073,"l","2025-02-15 16:00:00",0,0,1,0,-4.15107,"Ligue_1","2024","Saint-Etienne"
"h",1.70031,3.1805,1.70031,1.66031,6.6551724137931,13.2857142857143,11,3,3,3,0.4504,"d","2025-02-22 18:00:00",0,1,0,1,0.04,"Ligue_1","2024","Saint-Etienne"
"h",1.01895,2.41374,1.01895,2.41374,8.58620689655172,19.8823529411765,9,6,1,3,0.3874,"l","2025-03-01 16:00:00",0,0,1,0,-1.39479,"Ligue_1","2024","Saint-Etienne"
"a",1.3916,2.15479,1.3916,1.25129,7.42307692307692,19.8,10,3,1,1,0.6989,"d","2025-03-09 16:15:00",0,1,0,1,0.14031,"Ligue_1","2024","Saint-Etienne"
"a",1.13788,1.33869,1.13788,1.33869,7.42857142857143,8.6875,6,6,2,0,1.1548,"w","2025-03-16 16:15:00",1,0,0,3,-0.20081,"Ligue_1","2024","Saint-Etienne"
"h",1.27635,3.96021,1.27635,3.20012,16.952380952381,12.9473684210526,12,11,1,6,0.1567,"l","2025-03-29 18:00:00",0,0,1,0,-1.92377,"Ligue_1","2024","Saint-Etienne"
"a",1.69228,2.50421,0.911923,2.50421,12.2083333333333,6.10714285714286,5,13,0,1,0.7899,"l","2025-04-06 13:00:00",0,0,1,0,-1.592287,"Ligue_1","2024","Saint-Etienne"
"h",1.02329,2.01379,1.02329,2.01379,6.25925925925926,11,4,7,3,3,0.6683,"d","2025-04-13 13:00:00",0,1,0,1,-0.9905,"Ligue_1","2024","Saint-Etienne"
"h",1.74645,0.632299,1.74645,0.632299,13.1481481481481,9.11764705882353,5,13,2,1,2.2448,"w","2025-04-20 18:45:00",1,0,0,3,1.114151,"Ligue_1","2024","Saint-Etienne"
"a",2.2201,2.8346,2.2201,2.8346,17.1363636363636,16.2631578947368,6,12,1,3,0.9766,"l","2025-04-26 15:00:00",0,0,1,0,-0.6145,"Ligue_1","2024","Saint-Etienne"
"h",1.16957,1.84407,1.16957,1.84407,7.12,8.79310344827586,7,14,1,3,0.8388,"l","2025-05-03 19:05:00",0,0,1,0,-0.6745,"Ligue_1","2024","Saint-Etienne"
"a",0.71062,1.12267,0.71062,1.12267,9.04,9.67741935483871,8,5,2,0,0.9972,"w","2025-05-10 19:00:00",1,0,0,3,-0.41205,"Ligue_1","2024","Saint-Etienne"
"h",1.32698,3.82215,1.32698,3.82215,8.7,15.2727272727273,6,10,2,3,0.2077,"l","2025-05-17 19:00:00",0,0,1,0,-2.49517,"Ligue_1","2024","Saint-Etienne"
"h",0.0758907,2.31711,0.0758907,2.31711,21,4.65714285714286,3,7,0,2,0.0781,"l","2024-08-17 17:00:00",0,0,1,0,-2.2412193,"Ligue_1","2024","Reims"
"a",1.01201,2.94016,1.01201,2.94016,23.4444444444444,9.35,3,7,2,2,0.326,"d","2024-08-25 18:45:00",0,1,0,1,-1.92815,"Ligue_1","2024","Reims"
"h",2.00948,1.02619,2.00948,1.02619,11.1666666666667,9.03703703703704,4,4,2,1,2.1172,"w","2024-09-01 15:00:00",1,0,0,3,0.98329,"Ligue_1","2024","Reims"
"a",0.549218,1.43325,0.549218,1.43325,26.3333333333333,17.25,9,9,2,1,0.6104,"w","2024-09-15 15:00:00",1,0,0,3,-0.884032,"Ligue_1","2024","Reims"
"h",0.760314,1.90277,0.760314,1.90277,39.8181818181818,5.65217391304348,2,13,1,1,0.5261,"d","2024-09-21 19:00:00",0,1,0,1,-1.142456,"Ligue_1","2024","Reims"
"a",4.18122,1.08284,4.18122,1.08284,12.08,10.4137931034483,6,4,3,1,2.8402,"w","2024-09-29 15:00:00",1,0,0,3,3.09838,"Ligue_1","2024","Reims"
"h",3.71514,0.874094,2.95504,0.874094,11.8333333333333,12.0952380952381,10,7,4,2,2.866,"w","2024-10-06 15:00:00",1,0,0,3,2.080946,"Ligue_1","2024","Reims"
"a",1.22872,2.86385,1.22872,2.10375,7.5,12.625,5,8,1,2,0.3198,"l","2024-10-20 15:00:00",0,0,1,0,-0.87503,"Ligue_1","2024","Reims"
"h",1.44911,1.64092,1.44911,0.880825,9.21739130434783,14.5882352941176,5,4,1,2,1.1912,"l","2024-10-26 17:00:00",0,0,1,0,0.568285,"Ligue_1","2024","Reims"
"a",0.818661,0.910081,0.818661,0.910081,8.91304347826087,8.65384615384615,3,7,0,1,1.2555,"l","2024-11-03 14:00:00",0,0,1,0,-0.0914200000000001,"Ligue_1","2024","Reims"
"a",2.69952,1.51035,2.69952,1.51035,12.45,8.59259259259259,5,3,3,0,2.2613,"w","2024-11-10 16:00:00",1,0,0,3,1.18917,"Ligue_1","2024","Reims"
"h",1.17295,1.92683,1.17295,1.92683,16.9473684210526,8.95238095238095,5,13,1,1,0.8046,"d","2024-11-23 20:00:00",0,1,0,1,-0.75388,"Ligue_1","2024","Reims"
"h",0.589301,1.40788,0.589301,1.40788,9.7037037037037,11.1304347826087,2,4,0,2,0.6387,"l","2024-11-29 19:45:00",0,0,1,0,-0.818579,"Ligue_1","2024","Reims"
"a",1.28455,1.0949,1.28455,1.0949,9.89285714285714,10.4827586206897,8,6,0,0,1.5007,"d","2024-12-08 16:00:00",0,1,0,1,0.18965,"Ligue_1","2024","Reims"
"h",1.52074,1.3291,1.52074,1.3291,11.3,4.425,4,12,0,0,1.5416,"d","2024-12-14 20:00:00",0,1,0,1,0.19164,"Ligue_1","2024","Reims"
"a",1.27612,3.18639,1.27612,3.18639,14.5833333333333,7.93103448275862,11,10,1,3,0.3128,"l","2025-01-04 16:00:00",0,0,1,0,-1.91027,"Ligue_1","2024","Reims"
"h",0.950928,3.22004,0.950928,2.45995,12.304347826087,20.625,1,7,2,4,0.1892,"l","2025-01-11 18:00:00",0,0,1,0,-1.509022,"Ligue_1","2024","Reims"
"h",1.49091,1.29453,1.49091,1.29453,10.7727272727273,16.4,5,1,1,1,1.5058,"d","2025-01-19 16:15:00",0,1,0,1,0.19638,"Ligue_1","2024","Reims"
"a",0.613384,1.79628,0.613384,1.79628,18.2272727272727,5.04545454545455,4,13,1,1,0.5055,"d","2025-01-25 20:05:00",0,1,0,1,-1.182896,"Ligue_1","2024","Reims"
"h",0.960868,1.41652,0.960868,1.41652,12.8333333333333,16.5333333333333,9,6,1,2,0.9878,"l","2025-02-02 16:15:00",0,0,1,0,-0.455652,"Ligue_1","2024","Reims"
"a",0.307882,3.24979,0.307882,3.24979,14.8636363636364,6.52,7,10,0,4,0.0295,"l","2025-02-09 14:00:00",0,0,1,0,-2.941908,"Ligue_1","2024","Reims"
"h",2.06733,2.43148,1.30724,2.43148,5.45833333333333,26.5,8,8,0,1,1.0866,"l","2025-02-16 16:15:00",0,0,1,0,-1.12424,"Ligue_1","2024","Reims"
"a",0.160269,3.0636,0.160269,2.30351,17.8333333333333,7.60714285714286,4,14,0,1,0.0481,"l","2025-02-21 19:45:00",0,0,1,0,-2.143241,"Ligue_1","2024","Reims"
"a",0.722972,4.01066,0.722972,4.01066,28.8888888888889,8.71428571428571,3,22,0,3,0.0535,"l","2025-02-28 19:45:00",0,0,1,0,-3.287688,"Ligue_1","2024","Reims"
"h",1.83707,1.87605,1.83707,1.87605,7.03846153846154,11.4,1,7,0,2,1.3303,"l","2025-03-09 16:15:00",0,0,1,0,-0.03898,"Ligue_1","2024","Reims"
"a",0.985266,0.33799,0.985266,0.33799,22.6875,5.72,2,2,0,0,1.9435,"d","2025-03-16 16:15:00",0,1,0,1,0.647276,"Ligue_1","2024","Reims"
"h",1.05547,1.07885,1.05547,1.07885,27.6666666666667,3.54166666666667,2,14,3,1,1.335,"w","2025-03-29 16:00:00",1,0,0,3,-0.0233800000000002,"Ligue_1","2024","Reims"
"h",0.891063,2.80314,0.891063,2.80314,10.1111111111111,14.6315789473684,4,7,0,1,0.2423,"l","2025-04-06 15:15:00",0,0,1,0,-1.912077,"Ligue_1","2024","Reims"
"a",1.44859,2.71917,1.44859,2.71917,16.125,6.53846153846154,2,17,2,0,0.584,"w","2025-04-11 18:45:00",1,0,0,3,-1.27058,"Ligue_1","2024","Reims"
"h",0.659517,1.32734,0.659517,1.32734,14,16.5454545454545,4,14,1,0,0.8069,"w","2025-04-20 15:15:00",1,0,0,3,-0.667823,"Ligue_1","2024","Reims"
"a",1.03714,0.949696,1.03714,0.949696,14.3478260869565,11.7407407407407,6,5,0,0,1.4258,"d","2025-04-27 15:15:00",0,1,0,1,0.087444,"Ligue_1","2024","Reims"
"a",0.876237,1.2118,0.876237,1.2118,9.46666666666667,7.03030303030303,5,5,0,1,1.037,"l","2025-05-02 18:45:00",0,0,1,0,-0.335563,"Ligue_1","2024","Reims"
"h",1.12267,0.71062,1.12267,0.71062,9.67741935483871,9.04,5,8,0,2,1.671,"l","2025-05-10 19:00:00",0,0,1,0,0.41205,"Ligue_1","2024","Reims"
"a",0.0983246,2.31624,0.0983246,1.55615,31.5,3.56521739130435,0,9,1,2,0.0685,"l","2025-05-17 19:00:00",0,0,1,0,-1.4578254,"Ligue_1","2024","Reims"
"a",2.20066,2.57411,1.33962,2.57411,10.5263157894737,10.0416666666667,17,12,0,3,1.1832,"l","2024-08-18 18:45:00",0,0,1,0,-1.23449,"Ligue_1","2024","Lyon"
"h",0.0144803,2.60916,0.0144803,2.60916,7.97142857142857,6.48,2,8,0,2,0.0385,"l","2024-08-24 15:00:00",0,0,1,0,-2.5946797,"Ligue_1","2024","Lyon"
"h",3.22754,2.44695,3.22754,2.44695,12.8695652173913,12.1764705882353,14,2,4,3,1.8639,"w","2024-08-30 18:45:00",1,0,0,3,0.78059,"Ligue_1","2024","Lyon"
"a",0.529029,0.623644,0.529029,0.623644,9.28,9.57142857142857,13,9,0,0,1.2097,"d","2024-09-15 18:45:00",0,1,0,1,-0.094615,"Ligue_1","2024","Lyon"
"h",3.89273,0.675578,3.10472,0.675578,6.25,21.875,17,1,2,3,2.9108,"l","2024-09-22 18:45:00",0,0,1,0,2.429142,"Ligue_1","2024","Lyon"
"a",0.730803,0.716626,0.730803,0.716626,8.96153846153846,13.0909090909091,2,6,2,1,1.3383,"w","2024-09-29 13:00:00",1,0,0,3,0.014177,"Ligue_1","2024","Lyon"
"h",2.43324,0.765938,2.43324,0.765938,10.0454545454545,28,22,3,2,0,2.4919,"w","2024-10-06 13:00:00",1,0,0,3,1.667302,"Ligue_1","2024","Lyon"
"a",2.76676,0.360268,2.76676,0.360268,9.47058823529412,14.047619047619,12,3,4,0,2.8599,"w","2024-10-20 13:00:00",1,0,0,3,2.406492,"Ligue_1","2024","Lyon"
"h",2.21183,1.0609,1.45173,1.0609,8.33333333333333,15.2631578947368,8,2,2,2,2.2078,"d","2024-10-27 14:00:00",0,1,0,1,0.39083,"Ligue_1","2024","Lyon"
"a",1.58011,1.67241,1.58011,1.67241,11.2,11.2272727272727,11,7,1,1,1.3121,"d","2024-11-01 20:00:00",0,1,0,1,-0.0923,"Ligue_1","2024","Lyon"
"h",2.28647,0.703111,2.28647,0.703111,5.56666666666667,11.5384615384615,18,2,1,0,2.5185,"w","2024-11-10 19:45:00",1,0,0,3,1.583359,"Ligue_1","2024","Lyon"
"a",1.92683,1.17295,1.92683,1.17295,8.95238095238095,16.9473684210526,13,5,1,1,1.9476,"d","2024-11-23 20:00:00",0,1,0,1,0.75388,"Ligue_1","2024","Lyon"
"h",2.88467,2.03621,2.12457,2.03621,6.93103448275862,12.8,5,9,4,1,1.9918,"w","2024-12-01 16:00:00",1,0,0,3,0.0883599999999998,"Ligue_1","2024","Lyon"
"a",2.02701,0.505438,2.02701,0.505438,5.4,22.4285714285714,14,4,3,0,2.4804,"w","2024-12-07 20:00:00",1,0,0,3,1.521572,"Ligue_1","2024","Lyon"
"a",1.23945,2.59615,1.23945,1.83605,24.6111111111111,8.72727272727273,12,9,1,3,0.4548,"l","2024-12-15 19:45:00",0,0,1,0,-0.5966,"Ligue_1","2024","Lyon"
"h",1.07725,1.55585,1.07725,1.55585,9.26086956521739,19.0625,8,2,1,0,0.9844,"w","2025-01-04 20:00:00",1,0,0,3,-0.4786,"Ligue_1","2024","Lyon"
"a",1.40093,1.28964,1.40093,1.28964,7.95,29.4285714285714,6,6,1,2,1.4418,"l","2025-01-11 16:00:00",0,0,1,0,0.11129,"Ligue_1","2024","Lyon"
"h",0.619056,1.36611,0.619056,1.36611,6.3,26.1666666666667,15,8,0,0,0.703,"d","2025-01-18 20:05:00",0,1,0,1,-0.747054,"Ligue_1","2024","Lyon"
"a",1.61762,1.62983,1.61762,1.62983,15,17.6363636363636,17,4,1,1,1.3084,"d","2025-01-26 16:15:00",0,1,0,1,-0.0122099999999998,"Ligue_1","2024","Lyon"
"a",1.83806,3.61972,1.07796,3.61972,37.7777777777778,8.08333333333333,3,20,2,3,0.3758,"l","2025-02-02 19:45:00",0,0,1,0,-2.54176,"Ligue_1","2024","Lyon"
"h",3.24979,0.307882,3.24979,0.307882,6.52,14.8636363636364,10,7,4,0,2.9503,"w","2025-02-09 14:00:00",1,0,0,3,2.941908,"Ligue_1","2024","Lyon"
"a",1.59077,1.33893,1.59077,1.33893,9.94444444444444,16.6086956521739,6,7,4,1,1.561,"w","2025-02-16 14:00:00",1,0,0,3,0.25184,"Ligue_1","2024","Lyon"
"h",1.76184,2.74583,1.76184,2.74583,24.4444444444444,7.29166666666667,9,9,2,3,0.7504,"l","2025-02-23 19:45:00",0,0,1,0,-0.98399,"Ligue_1","2024","Lyon"
"h",1.54474,1.89282,1.54474,1.13273,7.72727272727273,17.6666666666667,10,9,2,1,1.1108,"w","2025-03-02 14:00:00",1,0,0,3,0.41201,"Ligue_1","2024","Lyon"
"a",0.78019,1.50591,0.78019,1.50591,9.72727272727273,20.0869565217391,2,6,2,0,0.7335,"w","2025-03-09 19:45:00",1,0,0,3,-0.72572,"Ligue_1","2024","Lyon"
"h",3.58655,1.56105,2.82645,0.800956,5.24242424242424,19.6111111111111,15,2,4,2,2.6197,"w","2025-03-16 14:00:00",1,0,0,3,2.025494,"Ligue_1","2024","Lyon"
"a",2.87161,1.77552,2.11152,1.77552,9.25,19.1578947368421,12,3,2,4,2.1061,"l","2025-03-28 19:45:00",0,0,1,0,0.336,"Ligue_1","2024","Lyon"
"h",1.75398,0.656931,0.993887,0.656931,8.48571428571429,18.2916666666667,7,7,2,1,2.3629,"w","2025-04-05 19:05:00",1,0,0,3,0.336956,"Ligue_1","2024","Lyon"
